"No.","Time","Source","Destination","Protocol","Length","Info"
"1526","9.277543313","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=438108 Win=65535 Len=0"
"1527","9.277612433","199.232.53.91","10.0.2.15","TLSv1.3","11046","Application Data"
"1528","9.277622533","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=449100 Win=65535 Len=0"
"1529","9.277953073","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=449100 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1533]"
"1530","9.278002133","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=451848 Win=65535 Len=0"
"1531","9.278786932","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=451848 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1533]"
"1532","9.278834692","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=454596 Win=65535 Len=0"
"1533","9.278787072","199.232.53.91","10.0.2.15","TLSv1.3","2802","Application Data"
"1534","9.278887292","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=457344 Win=65535 Len=0"
"1535","9.278787122","199.232.53.91","10.0.2.15","TCP","5550","443  >  34028 [PSH, ACK] Seq=457344 Ack=1115 Win=65535 Len=5496 [TCP PDU reassembled in 1543]"
"1536","9.278938192","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=462840 Win=65535 Len=0"
"1537","9.279018322","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=462840 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1543]"
"1538","9.279028942","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=465588 Win=65535 Len=0"
"1539","9.279328321","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=465588 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1543]"
"1540","9.279342972","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=468336 Win=65535 Len=0"
"1541","9.279328472","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=468336 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1543]"
"1542","9.279401501","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=471084 Win=65535 Len=0"
"1543","9.279328532","199.232.53.91","10.0.2.15","TLSv1.3","5550","Application Data, Application Data"
"1544","9.279517092","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=476580 Win=65535 Len=0"
"1545","9.280393072","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=476580 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1553]"
"1546","9.280450732","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=479328 Win=65535 Len=0"
"1547","9.280810432","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=479328 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1553]"
"1548","9.280871322","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=482076 Win=65535 Len=0"
"1549","9.280810642","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=482076 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1553]"
"1550","9.280810752","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=484824 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1553]"
"1551","9.280915061","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=484824 Win=65535 Len=0"
"1552","9.280962191","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=487572 Win=65535 Len=0"
"1553","9.281175932","199.232.53.91","10.0.2.15","TLSv1.3","2802","Application Data"
"1554","9.281229701","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=490320 Win=65535 Len=0"
"1555","9.281176141","199.232.53.91","10.0.2.15","TCP","1428","443  >  34028 [PSH, ACK] Seq=490320 Ack=1115 Win=65535 Len=1374 [TCP PDU reassembled in 1563]"
"1556","9.281176241","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=491694 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1563]"
"1557","9.281283601","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=494442 Win=65535 Len=0"
"1558","9.282447770","199.232.53.91","10.0.2.15","TCP","1428","443  >  34028 [PSH, ACK] Seq=494442 Ack=1115 Win=65535 Len=1374 [TCP PDU reassembled in 1563]"
"1559","9.282447970","199.232.53.91","10.0.2.15","TCP","1428","443  >  34028 [PSH, ACK] Seq=495816 Ack=1115 Win=65535 Len=1374 [TCP PDU reassembled in 1563]"
"1560","9.282462820","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=497190 Win=65535 Len=0"
"1561","9.282448020","199.232.53.91","10.0.2.15","TCP","2802","443  >  34028 [PSH, ACK] Seq=497190 Ack=1115 Win=65535 Len=2748 [TCP PDU reassembled in 1563]"
"1562","9.282732516","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=499938 Win=65535 Len=0"
"1563","9.283119465","199.232.53.91","10.0.2.15","TLSv1.3","5550","Application Data"
"1564","9.283129615","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=505434 Win=65535 Len=0"
"1565","9.283119665","199.232.53.91","10.0.2.15","TCP","4176","443  >  34028 [PSH, ACK] Seq=505434 Ack=1115 Win=65535 Len=4122 [TCP PDU reassembled in 1571]"
"1566","9.283173005","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=509556 Win=65535 Len=0"
"1567","9.284625348","199.232.53.91","10.0.2.15","TCP","5550","443  >  34028 [PSH, ACK] Seq=509556 Ack=1115 Win=65535 Len=5496 [TCP PDU reassembled in 1571]"
"1568","9.284639268","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=515052 Win=65535 Len=0"
"1569","9.284625498","199.232.53.91","10.0.2.15","TCP","5550","443  >  34028 [PSH, ACK] Seq=515052 Ack=1115 Win=65535 Len=5496 [TCP PDU reassembled in 1571]"
"1570","9.284694428","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=520548 Win=65535 Len=0"
"1571","9.284771228","199.232.53.91","10.0.2.15","TLSv1.3","2802","Application Data"
"1572","9.284781688","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=523296 Win=65535 Len=0"
"1573","9.284771428","199.232.53.91","10.0.2.15","TCP","1428","443  >  34028 [PSH, ACK] Seq=523296 Ack=1115 Win=65535 Len=1374 [TCP PDU reassembled in 1574]"
"1574","9.285103398","199.232.53.91","10.0.2.15","TLSv1.3","2111","Application Data"
"1575","9.285114468","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [ACK] Seq=1115 Ack=526727 Win=65535 Len=0"
"1576","9.285633968","10.0.2.15","199.232.53.91","TLSv1.3","93","Application Data"
"1577","9.285885768","199.232.53.91","10.0.2.15","TCP","60","443  >  34028 [ACK] Seq=526727 Ack=1154 Win=65535 Len=0"
"1578","9.286022127","10.0.2.15","199.232.53.91","TLSv1.3","78","Application Data"
"1579","9.287395316","199.232.53.91","10.0.2.15","TCP","60","443  >  34028 [ACK] Seq=526727 Ack=1178 Win=65535 Len=0"
"1580","9.287466896","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [FIN, ACK] Seq=1178 Ack=526727 Win=65535 Len=0"
"1581","9.287649106","199.232.53.91","10.0.2.15","TCP","60","443  >  34028 [ACK] Seq=526727 Ack=1179 Win=65535 Len=0"
"1582","9.320539632","199.232.53.91","10.0.2.15","TLSv1.3","78","Application Data"
"1583","9.320585781","10.0.2.15","199.232.53.91","TCP","54","34028  >  443 [RST] Seq=1179 Win=0 Len=0"
"1584","10.298270265","10.0.2.15","199.232.53.91","QUIC","302","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1585","10.357190648","199.232.53.91","10.0.2.15","QUIC","69","Protected Payload (KP0), DCID=ea796e"
"1586","10.664991342","199.232.53.91","10.0.2.15","QUIC","354","Protected Payload (KP0), DCID=ea796e"
"1587","10.665370222","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1588","10.665370482","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1589","10.665370532","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1590","10.665370582","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1591","10.665370632","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1592","10.666049592","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1593","10.666049892","199.232.53.91","10.0.2.15","QUIC","585","Protected Payload (KP0), DCID=ea796e"
"1594","10.666670642","10.0.2.15","199.232.53.91","QUIC","83","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1595","10.667293232","10.0.2.15","199.232.53.91","QUIC","82","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1596","11.677115040","10.0.2.15","199.232.53.91","QUIC","299","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1597","11.711636498","199.232.53.91","10.0.2.15","QUIC","356","Protected Payload (KP0), DCID=ea796e"
"1598","11.712254308","10.0.2.15","199.232.53.91","QUIC","82","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1599","11.714398307","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1600","11.714398507","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1601","11.714398557","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1602","11.714398607","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1603","11.714398657","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1604","11.714398697","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1605","11.714398747","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1606","11.714398797","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1607","11.714755456","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1608","11.714755576","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1609","11.714755627","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1610","11.714755676","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1611","11.714755727","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1612","11.714755776","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1613","11.714755816","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1614","11.714755867","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1615","11.714800856","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1616","11.714801007","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1617","11.714801056","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1618","11.714801096","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1619","11.714801147","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1620","11.714801196","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1621","11.714801247","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1622","11.714801296","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1623","11.714820516","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1624","11.714820576","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1625","11.714820636","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1626","11.714820676","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1627","11.714820727","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1628","11.714820776","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1629","11.714820836","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1630","11.714820887","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1631","11.714886956","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1632","11.714887147","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1633","11.714887196","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1634","11.714887247","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1635","11.714887287","199.232.53.91","10.0.2.15","QUIC","817","Protected Payload (KP0), DCID=ea796e"
"1636","11.715126666","10.0.2.15","199.232.53.91","QUIC","82","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1637","11.737358642","199.232.53.91","10.0.2.15","QUIC","69","Protected Payload (KP0), DCID=ea796e"
"1638","12.726030645","10.0.2.15","199.232.53.91","QUIC","299","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1639","12.760820723","199.232.53.91","10.0.2.15","QUIC","356","Protected Payload (KP0), DCID=ea796e"
"1640","12.761331313","10.0.2.15","199.232.53.91","QUIC","82","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1641","12.761667483","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1642","12.761667712","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1643","12.761667763","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1644","12.761667812","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1645","12.761945242","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1646","12.761933903","10.0.2.15","199.232.53.91","QUIC","82","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1647","12.761945442","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1648","12.761945492","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1649","12.761945542","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1650","12.761945662","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1651","12.761945712","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1652","12.761945762","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1653","12.762116182","10.0.2.15","199.232.53.91","QUIC","85","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1654","12.762360932","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1655","12.762361142","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1656","12.762361252","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1657","12.762361302","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1658","12.762361352","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1659","12.762361402","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1660","12.762361452","199.232.53.91","10.0.2.15","QUIC","351","Protected Payload (KP0), DCID=ea796e"
"1661","12.763310242","10.0.2.15","199.232.53.91","QUIC","85","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1662","12.785878107","199.232.53.91","10.0.2.15","QUIC","69","Protected Payload (KP0), DCID=ea796e"
"1663","13.775887389","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"1664","13.776220790","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"1665","13.776382888","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=19498 Ack=7655 Win=65535 Len=0"
"1666","13.776383558","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=19498 Ack=7814 Win=65535 Len=0"
"1667","13.776516660","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"1668","13.776921798","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"1669","13.777466658","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=19498 Ack=7870 Win=65535 Len=0"
"1670","13.777466918","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=19498 Ack=8029 Win=65535 Len=0"
"1671","13.802051592","194.242.2.2","10.0.2.15","TLSv1.3","1098","Application Data, Application Data"
"1672","13.802128802","10.0.2.15","194.242.2.2","TCP","54","39448  >  443 [ACK] Seq=8029 Ack=20542 Win=62780 Len=0"
"1673","13.806744200","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"1674","13.807082849","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"1675","13.807446989","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=20542 Ack=8085 Win=65535 Len=0"
"1676","13.808205599","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=20542 Ack=8244 Win=65535 Len=0"
"1677","13.831260345","194.242.2.2","10.0.2.15","TLSv1.3","580","Application Data"
"1678","13.833077523","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"1679","13.833483612","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=21068 Ack=8300 Win=65535 Len=0"
"1680","13.833655172","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"1681","13.833954592","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=21068 Ack=8459 Win=65535 Len=0"
"1682","13.834294012","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"1683","13.834748112","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=21068 Ack=8515 Win=65535 Len=0"
"1684","13.834922051","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"1685","13.835165782","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=21068 Ack=8674 Win=65535 Len=0"
"1686","13.857505327","194.242.2.2","10.0.2.15","TLSv1.3","571","Application Data"
"1687","13.859233856","194.242.2.2","10.0.2.15","TLSv1.3","571","Application Data"
"1688","13.859351616","10.0.2.15","194.242.2.2","TCP","54","39448  >  443 [ACK] Seq=8674 Ack=22102 Win=62780 Len=0"
"1689","13.860703797","10.0.2.15","185.199.110.153","TLSv1.3","160","Application Data"
"1690","13.860997277","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=100638 Ack=1213 Win=65535 Len=0"
"1691","13.861398046","10.0.2.15","185.199.111.153","TCP","74","45290  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=765010518 TSecr=0 WS=128"
"1692","13.879168864","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1693","13.879222604","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1694","13.880455373","10.0.2.15","185.199.111.153","TLSv1.3","710","Client Hello (SNI=ublockorigin.github.io)"
"1695","13.882898002","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [ACK] Seq=1 Ack=657 Win=65535 Len=0"
"1696","13.882898211","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=100638 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1705]"
"1697","13.882920542","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=103386 Win=65535 Len=0"
"1698","13.882898282","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=103386 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1705]"
"1699","13.882994711","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=106134 Win=65535 Len=0"
"1700","13.882898362","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=106134 Ack=1213 Win=65535 Len=1374 [TCP PDU reassembled in 1705]"
"1701","13.882898442","185.199.110.153","10.0.2.15","TCP","4176","443  >  60724 [PSH, ACK] Seq=107508 Ack=1213 Win=65535 Len=4122 [TCP PDU reassembled in 1705]"
"1702","13.883055071","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=111630 Win=65535 Len=0"
"1703","13.883143051","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=111630 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1705]"
"1704","13.883155041","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=114378 Win=65535 Len=0"
"1705","13.883143251","185.199.110.153","10.0.2.15","TLSv1.3","2228","Application Data"
"1706","13.883208641","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=116552 Win=65535 Len=0"
"1707","13.883143321","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=116552 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1714]"
"1708","13.883262771","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=119300 Win=65535 Len=0"
"1709","13.883143391","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=119300 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1714]"
"1710","13.883316691","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=122048 Win=65535 Len=0"
"1711","13.883401481","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=122048 Ack=1213 Win=65535 Len=2748 [TCP PDU reassembled in 1714]"
"1712","13.883414341","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=124796 Win=65535 Len=0"
"1713","13.883401761","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=124796 Ack=1213 Win=65535 Len=1374 [TCP PDU reassembled in 1714]"
"1714","13.883862001","185.199.110.153","10.0.2.15","TLSv1.3","23859","Application Data, Application Data, Application Data"
"1715","13.883876481","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1213 Ack=149975 Win=65535 Len=0"
"1716","13.897882012","185.199.111.153","10.0.2.15","TLSv1.3","1428","Server Hello, Change Cipher Spec, Application Data"
"1717","13.897940592","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [ACK] Seq=657 Ack=1375 Win=63204 Len=0"
"1718","13.897882342","185.199.111.153","10.0.2.15","TCP","1514","443  >  45290 [ACK] Seq=1375 Ack=657 Win=65535 Len=1460 [TCP PDU reassembled in 1720]"
"1719","13.897986762","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [ACK] Seq=657 Ack=2835 Win=63204 Len=0"
"1720","13.898222472","185.199.111.153","10.0.2.15","TLSv1.3","2908","Application Data, Application Data, Application Data"
"1721","13.898266752","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [ACK] Seq=657 Ack=5689 Win=63204 Len=0"
"1722","13.902042819","10.0.2.15","185.199.111.153","TLSv1.3","118","Change Cipher Spec, Application Data"
"1723","13.902221979","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [ACK] Seq=5689 Ack=721 Win=65535 Len=0"
"1724","13.903223210","10.0.2.15","185.199.111.153","TLSv1.3","163","Application Data"
"1725","13.903399699","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [ACK] Seq=5689 Ack=830 Win=65535 Len=0"
"1726","13.918800158","185.199.111.153","10.0.2.15","TLSv1.3","119","Application Data"
"1727","13.919026508","10.0.2.15","185.199.111.153","TLSv1.3","78","Application Data"
"1728","13.919210878","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [ACK] Seq=5754 Ack=854 Win=65535 Len=0"
"1729","13.919318169","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [FIN, ACK] Seq=854 Ack=5754 Win=63204 Len=0"
"1730","13.919547539","185.199.111.153","10.0.2.15","TCP","60","443  >  45290 [ACK] Seq=5754 Ack=855 Win=65535 Len=0"
"1731","13.934259259","185.199.111.153","10.0.2.15","TLSv1.3","78","Application Data"
"1732","13.934281279","10.0.2.15","185.199.111.153","TCP","54","45290  >  443 [RST] Seq=855 Win=0 Len=0"
"1733","14.943675718","10.0.2.15","199.232.53.91","QUIC","299","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1734","14.978145946","199.232.53.91","10.0.2.15","QUIC","357","Protected Payload (KP0), DCID=ea796e"
"1735","14.978985925","10.0.2.15","199.232.53.91","QUIC","85","Protected Payload (KP0), DCID=7a2c4e7ff7efad9b045c3e1ff2ab30714b"
"1736","14.979801695","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1737","14.979802006","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1738","14.979802215","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1739","14.979802306","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1740","14.979802386","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1741","14.979802466","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1742","14.980223545","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
"1743","14.980223755","199.232.53.91","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=ea796e"
