"No.","Time","Source","Destination","Protocol","Length","Info"
"727","5.405396360","213.230.210.230","10.0.2.15","TLSv1.3","575","Application Data, Application Data"
"728","5.405396550","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=3279 Ack=1102 Win=65535 Len=1452 [TCP PDU reassembled in 743]"
"729","5.405466741","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1102 Ack=4731 Win=62780 Len=0"
"730","5.405568268","10.0.2.15","213.230.210.230","TLSv1.3","85","Application Data"
"731","5.405849850","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=4731 Ack=1102 Win=65535 Len=1452 [TCP PDU reassembled in 743]"
"732","5.405850010","213.230.210.230","10.0.2.15","TCP","2958","443  >  33976 [PSH, ACK] Seq=6183 Ack=1102 Win=65535 Len=2904 [TCP PDU reassembled in 743]"
"733","5.405850080","213.230.210.230","10.0.2.15","TCP","60","443  >  33976 [ACK] Seq=9087 Ack=1133 Win=65535 Len=0"
"734","5.405850140","213.230.210.230","10.0.2.15","TCP","1514","443  >  33976 [ACK] Seq=9087 Ack=1133 Win=65535 Len=1460 [TCP PDU reassembled in 743]"
"735","5.405995929","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=10547 Win=62780 Len=0"
"736","5.406283478","213.230.210.230","10.0.2.15","TCP","2950","443  >  33976 [PSH, ACK] Seq=10547 Ack=1133 Win=65535 Len=2896 [TCP PDU reassembled in 743]"
"737","5.406417398","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=13443 Win=62780 Len=0"
"738","5.432600622","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=13443 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 743]"
"739","5.432601082","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=14895 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 743]"
"740","5.432686672","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=16347 Win=62780 Len=0"
"741","5.432601162","213.230.210.230","10.0.2.15","TCP","2958","443  >  33976 [PSH, ACK] Seq=16347 Ack=1133 Win=65535 Len=2904 [TCP PDU reassembled in 743]"
"742","5.432838822","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=19251 Win=62780 Len=0"
"743","5.433388623","213.230.210.230","10.0.2.15","TLSv1.3","11670","Application Data"
"744","5.433578891","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=30867 Win=56940 Len=0"
"745","5.433865412","213.230.210.230","10.0.2.15","TLSv1.3","11670","Application Data, Application Data"
"746","5.433878403","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=42483 Win=56940 Len=0"
"747","5.459648415","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=42483 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 751]"
"748","5.459648795","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=43935 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 751]"
"749","5.459759375","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=45387 Win=62436 Len=0"
"750","5.460122775","213.230.210.230","10.0.2.15","TCP","5862","443  >  33976 [PSH, ACK] Seq=45387 Ack=1133 Win=65535 Len=5808 [TCP PDU reassembled in 751]"
"751","5.460123004","213.230.210.230","10.0.2.15","TLSv1.3","1506","Application Data"
"752","5.460123075","213.230.210.230","10.0.2.15","TCP","7314","443  >  33976 [PSH, ACK] Seq=52647 Ack=1133 Win=65535 Len=7260 [TCP PDU reassembled in 758]"
"753","5.460233495","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=59907 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 758]"
"754","5.460319404","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=61359 Win=58400 Len=0"
"755","5.460537764","213.230.210.230","10.0.2.15","TCP","4410","443  >  33976 [PSH, ACK] Seq=61359 Ack=1133 Win=65535 Len=4356 [TCP PDU reassembled in 758]"
"756","5.460538024","213.230.210.230","10.0.2.15","TCP","2958","443  >  33976 [PSH, ACK] Seq=65715 Ack=1133 Win=65535 Len=2904 [TCP PDU reassembled in 758]"
"757","5.460552434","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=68619 Win=62780 Len=0"
"758","5.460909504","213.230.210.230","10.0.2.15","TLSv1.3","2958","Application Data, Application Data"
"759","5.460972294","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=71523 Win=65535 Len=0"
"760","5.460909784","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=71523 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"761","5.460909854","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=72975 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"762","5.461092794","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=74427 Win=65535 Len=0"
"763","5.460909924","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=74427 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"764","5.461448403","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=75879 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"765","5.461512174","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=77331 Win=65535 Len=0"
"766","5.461448674","213.230.210.230","10.0.2.15","TCP","2958","443  >  33976 [PSH, ACK] Seq=77331 Ack=1133 Win=65535 Len=2904 [TCP PDU reassembled in 772]"
"767","5.461568763","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=80235 Win=65535 Len=0"
"768","5.461448743","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=80235 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"769","5.461448814","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=81687 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"770","5.461625863","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=83139 Win=65535 Len=0"
"771","5.461448874","213.230.210.230","10.0.2.15","TCP","1506","443  >  33976 [PSH, ACK] Seq=83139 Ack=1133 Win=65535 Len=1452 [TCP PDU reassembled in 772]"
"772","5.461449023","213.230.210.230","10.0.2.15","TLSv1.3","1506","Application Data"
"773","5.461682454","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=86043 Win=65535 Len=0"
"774","5.462157063","213.230.210.230","10.0.2.15","TCP","2958","443  >  33976 [PSH, ACK] Seq=86043 Ack=1133 Win=65535 Len=2904 [TCP PDU reassembled in 776]"
"775","5.462219423","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=88947 Win=65535 Len=0"
"776","5.464019581","213.230.210.230","10.0.2.15","TLSv1.3","6212","Application Data"
"777","5.464081661","10.0.2.15","213.230.210.230","TCP","54","33976  >  443 [ACK] Seq=1133 Ack=95105 Win=65535 Len=0"
"778","6.470855883","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"779","6.470991163","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"780","6.471123623","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=14281 Ack=5505 Win=65535 Len=0"
"781","6.471123993","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=14281 Ack=5664 Win=65535 Len=0"
"782","6.471236913","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"783","6.471349023","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"784","6.471697293","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=14281 Ack=5720 Win=65535 Len=0"
"785","6.471697583","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=14281 Ack=5879 Win=65535 Len=0"
"786","6.495331479","194.242.2.2","10.0.2.15","TLSv1.3","1098","Application Data, Application Data"
"787","6.498198956","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"788","6.499742485","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"789","6.501361395","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15325 Ack=5935 Win=65535 Len=0"
"790","6.501361615","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15325 Ack=6094 Win=65535 Len=0"
"791","6.524333481","194.242.2.2","10.0.2.15","TLSv1.3","580","Application Data"
"792","6.525770478","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"793","6.525910458","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"794","6.526945238","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15851 Ack=6150 Win=65535 Len=0"
"795","6.526945488","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15851 Ack=6309 Win=65535 Len=0"
"796","6.526975198","10.0.2.15","194.242.2.2","TLSv1.3","110","Application Data"
"797","6.527314187","10.0.2.15","194.242.2.2","TLSv1.3","213","Application Data"
"798","6.527449139","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15851 Ack=6365 Win=65535 Len=0"
"799","6.527449359","194.242.2.2","10.0.2.15","TCP","60","443  >  39448 [ACK] Seq=15851 Ack=6524 Win=65535 Len=0"
"800","6.550715853","194.242.2.2","10.0.2.15","TLSv1.3","571","Application Data"
"801","6.552066842","194.242.2.2","10.0.2.15","TLSv1.3","571","Application Data"
"802","6.552232402","10.0.2.15","194.242.2.2","TCP","54","39448  >  443 [ACK] Seq=6524 Ack=16885 Win=62780 Len=0"
"803","6.553838192","10.0.2.15","185.199.110.153","TCP","74","60724  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=457140120 TSecr=0 WS=128"
"804","6.571559349","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"805","6.571624720","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"806","6.572233819","10.0.2.15","185.199.110.153","TLSv1.3","706","Client Hello (SNI=curbengh.github.io)"
"807","6.574159228","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=1 Ack=653 Win=65535 Len=0"
"808","6.590973117","185.199.110.153","10.0.2.15","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"809","6.591043497","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=653 Ack=2921 Win=62780 Len=0"
"810","6.591405377","185.199.110.153","10.0.2.15","TLSv1.3","2822","Application Data, Application Data, Application Data"
"811","6.591416767","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=653 Ack=5689 Win=61320 Len=0"
"812","6.594401726","10.0.2.15","185.199.110.153","TLSv1.3","118","Change Cipher Spec, Application Data"
"813","6.594829224","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=5689 Ack=717 Win=65535 Len=0"
"814","6.594944086","10.0.2.15","185.199.110.153","TLSv1.3","146","Application Data"
"815","6.595090176","10.0.2.15","185.199.110.153","TLSv1.3","321","Application Data"
"816","6.595269174","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=5689 Ack=809 Win=65535 Len=0"
"817","6.595269394","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=5689 Ack=1076 Win=65535 Len=0"
"818","6.613231163","185.199.110.153","10.0.2.15","TLSv1.3","119","Application Data"
"819","6.613533323","10.0.2.15","185.199.110.153","TLSv1.3","85","Application Data"
"820","6.613713063","185.199.110.153","10.0.2.15","TLSv1.3","4601","Application Data, Application Data, Application Data"
"821","6.613713252","185.199.110.153","10.0.2.15","TCP","60","443  >  60724 [ACK] Seq=10301 Ack=1107 Win=65535 Len=0"
"822","6.613893664","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=10301 Win=61320 Len=0"
"823","6.614595214","185.199.110.153","10.0.2.15","TLSv1.3","1428","Application Data"
"824","6.614988833","185.199.110.153","10.0.2.15","TLSv1.3","2802","Application Data, Application Data"
"825","6.615045393","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=14423 Win=62780 Len=0"
"826","6.616101771","185.199.110.153","10.0.2.15","TLSv1.3","4176","Application Data, Application Data, Application Data"
"827","6.616323522","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=18545 Win=61320 Len=0"
"828","6.617182181","185.199.110.153","10.0.2.15","TLSv1.3","8298","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"829","6.617371030","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=26789 Win=58400 Len=0"
"830","6.618104410","185.199.110.153","10.0.2.15","TLSv1.3","2802","Application Data, Application Data"
"831","6.618159480","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=29537 Win=62780 Len=0"
"832","6.618521700","185.199.110.153","10.0.2.15","TLSv1.3","1428","Application Data"
"833","6.619106845","185.199.110.153","10.0.2.15","TLSv1.3","4176","Application Data, Application Data, Application Data"
"834","6.619269659","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=35033 Win=61320 Len=0"
"835","6.620380868","185.199.110.153","10.0.2.15","TLSv1.3","4176","Application Data, Application Data, Application Data"
"836","6.620391048","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=39155 Win=61320 Len=0"
"837","6.621346488","185.199.110.153","10.0.2.15","TLSv1.3","4176","Application Data, Application Data, Application Data"
"838","6.621393198","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=43277 Win=61320 Len=0"
"839","6.622061297","185.199.110.153","10.0.2.15","TLSv1.3","1428","Application Data"
"840","6.629023033","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=44651 Ack=1107 Win=65535 Len=1374 [TCP PDU reassembled in 850]"
"841","6.629086363","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=46025 Win=63204 Len=0"
"842","6.629023263","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=46025 Ack=1107 Win=65535 Len=2748 [TCP PDU reassembled in 850]"
"843","6.629343584","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=48773 Win=63204 Len=0"
"844","6.629571903","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=48773 Ack=1107 Win=65535 Len=1374 [TCP PDU reassembled in 850]"
"845","6.629572143","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=50147 Ack=1107 Win=65535 Len=2748 [TCP PDU reassembled in 850]"
"846","6.629764954","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=52895 Win=63204 Len=0"
"847","6.630019052","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=52895 Ack=1107 Win=65535 Len=1374 [TCP PDU reassembled in 850]"
"848","6.630019263","185.199.110.153","10.0.2.15","TCP","2802","443  >  60724 [PSH, ACK] Seq=54269 Ack=1107 Win=65535 Len=2748 [TCP PDU reassembled in 850]"
"849","6.630186242","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=57017 Win=63204 Len=0"
"850","6.630852562","185.199.110.153","10.0.2.15","TLSv1.3","4176","Application Data"
"851","6.630852762","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=61139 Ack=1107 Win=65535 Len=1374 [TCP PDU reassembled in 856]"
"852","6.631036722","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=62513 Win=61320 Len=0"
"853","6.633448600","185.199.110.153","10.0.2.15","TCP","1428","443  >  60724 [PSH, ACK] Seq=62513 Ack=1107 Win=65535 Len=1374 [TCP PDU reassembled in 856]"
"854","6.633448760","185.199.110.153","10.0.2.15","TCP","4176","443  >  60724 [PSH, ACK] Seq=63887 Ack=1107 Win=65535 Len=4122 [TCP PDU reassembled in 856]"
"855","6.633508060","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=68009 Win=61320 Len=0"
"856","6.633448830","185.199.110.153","10.0.2.15","TLSv1.3","8298","Application Data"
"857","6.633619630","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=76253 Win=62780 Len=0"
"858","6.636211298","185.199.110.153","10.0.2.15","TLSv1.3","20664","Application Data"
"859","6.636259458","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=96863 Win=65535 Len=0"
"860","6.636817578","185.199.110.153","10.0.2.15","TLSv1.3","3829","Application Data"
"861","6.636865618","10.0.2.15","185.199.110.153","TCP","54","60724  >  443 [ACK] Seq=1107 Ack=100638 Win=65535 Len=0"
"862","7.648731227","10.0.2.15","172.66.44.77","QUIC","286","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"863","7.671669612","172.66.44.77","10.0.2.15","QUIC","69","Protected Payload (KP0), DCID=29abab"
"864","7.706818330","172.66.44.77","10.0.2.15","QUIC","780","Protected Payload (KP0), DCID=29abab"
"865","7.706818780","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"866","7.706818890","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"867","7.706818960","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"868","7.706819020","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"869","7.707459319","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"870","7.707459589","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"871","7.707705100","10.0.2.15","172.66.44.77","QUIC","85","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"872","7.707972290","10.0.2.15","172.66.44.77","QUIC","85","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"873","7.708327304","172.66.44.77","10.0.2.15","QUIC","1220","Protected Payload (KP0), DCID=29abab"
"874","7.708327544","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"875","7.708327664","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"876","7.708327714","172.66.44.77","10.0.2.15","QUIC","526","Protected Payload (KP0), DCID=29abab"
"877","7.709142979","10.0.2.15","172.66.44.77","QUIC","86","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"878","7.729990024","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"879","7.729990335","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"880","7.729990384","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"881","7.729990424","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"882","7.729990475","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"883","7.729990524","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"884","7.729990575","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"885","7.729990624","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"886","7.730176184","172.66.44.77","10.0.2.15","QUIC","780","Protected Payload (KP0), DCID=29abab"
"887","7.730176394","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"888","7.730176454","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"889","7.730759115","10.0.2.15","172.66.44.77","QUIC","85","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"890","7.730874204","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"891","7.730874404","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"892","7.731040263","10.0.2.15","172.66.44.77","QUIC","85","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"893","7.731508414","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"894","7.731508623","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"895","7.731508683","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"896","7.731508734","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"897","7.731668023","10.0.2.15","172.66.44.77","QUIC","87","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"898","7.731832113","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"899","7.731832323","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"900","7.731832383","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"901","7.731832493","172.66.44.77","10.0.2.15","QUIC","504","Protected Payload (KP0), DCID=29abab"
"902","7.732199883","10.0.2.15","172.66.44.77","QUIC","87","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"903","7.753128749","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"904","7.753129029","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"905","7.753129099","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"906","7.753129159","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"907","7.753129229","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"908","7.753129289","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"909","7.753129359","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"910","7.753129419","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"911","7.753270719","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"912","7.753270929","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"913","7.753270989","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"914","7.753740755","10.0.2.15","172.66.44.77","QUIC","87","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"915","7.754547960","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"916","7.754548120","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"917","7.754548170","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"918","7.754548220","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"919","7.754548280","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"920","7.754548330","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"921","7.754548390","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"922","7.754548450","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"923","7.754619650","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"924","7.754619860","172.66.44.77","10.0.2.15","QUIC","780","Protected Payload (KP0), DCID=29abab"
"925","7.754619930","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"926","7.754619990","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"927","7.754620040","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"928","7.754620100","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"929","7.754620160","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"930","7.754820548","10.0.2.15","172.66.44.77","QUIC","88","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"931","7.754966940","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"932","7.755885899","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"933","7.755886039","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"934","7.755886099","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"935","7.755886149","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"936","7.755886209","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"937","7.755886269","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"938","7.755886319","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"939","7.755886379","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"940","7.755954039","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"941","7.755954249","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"942","7.756065087","10.0.2.15","172.66.44.77","QUIC","88","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"943","7.756945047","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"944","7.756945267","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"945","7.756945338","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
"946","7.756945398","172.66.44.77","10.0.2.15","QUIC","504","Protected Payload (KP0), DCID=29abab"
"947","7.758190237","10.0.2.15","172.66.44.77","QUIC","89","Protected Payload (KP0), DCID=019f6f67e9b6b0f2fe9cf4672cb684a5fa5adc9f"
"948","7.779263895","172.66.44.77","10.0.2.15","QUIC","1242","Protected Payload (KP0), DCID=29abab"
